0,1,2,3,4,5,6,7,8,9,10,11,label_list
-556.59436,31.621439,-17.404758,40.873768,-16.735813,-9.781628,-14.776202,-12.852068,-11.542511,-3.8719947,3.5679567,22.737701,Violin
-646.5321,31.932194,-15.160473,44.94822,-11.703792,2.5789886,-15.506294,-10.265741,-5.011181,0.5061595,4.929429,22.998333,Violin
-659.0537,34.46747,-25.261852,30.9784,6.3446608,-4.385472,-17.856712,6.538193,4.8834143,-19.206333,3.4122212,4.4852223,Violin
-529.0545,39.934414,-34.499863,42.970016,-25.32878,-5.866412,-18.245253,-8.377804,-9.466011,-6.248869,-4.2482376,-2.4835162,Violin
-457.43546,16.131655,-31.701742,24.830128,-7.998223,-8.381884,-17.757929,2.0603325,-4.483905,-13.458674,-1.6526532,-1.3560879,Violin
-534.85095,24.934097,-27.921791,48.634094,-22.349777,-0.17575978,-18.271992,-3.8920074,-6.0186906,-2.8021135,-21.04317,2.3073192,Violin
-413.34808,21.89602,-33.691883,40.840015,-24.990479,-10.908168,-21.339083,-11.965457,-11.77605,-2.6537402,-10.1128645,-4.120117,Violin
-627.7107,52.814255,-30.569302,45.615353,-20.59098,-4.657956,-15.61313,-10.230859,-3.232908,1.6094515,-4.39995,1.6064469,Violin
-450.381,20.616283,-22.890059,36.396877,-26.813364,-16.921831,-23.537374,-14.427134,-2.604331,9.98642,8.36702,14.334138,Violin
-570.41406,22.53698,-14.259103,37.64152,-13.856713,-1.3690062,-20.408163,-7.486305,-0.80139863,9.745099,4.2358575,15.578096,Violin
-442.75754,15.201075,-28.713663,42.410423,-23.698788,-2.635451,-17.225742,-2.5267742,-9.644984,-2.7510421,-23.851896,7.9035306,Violin
-614.0193,48.10276,-37.720394,55.094856,-14.36045,-1.135655,-15.402729,-2.6604948,-3.4203255,-1.4830765,-19.196444,2.8285816,Violin
-454.83768,-14.253145,-4.038876,24.9451,-9.948596,-7.892989,-18.76145,-6.0674944,-5.0089602,8.500782,5.2657294,4.9776254,Violin
-566.4975,-3.2407565,-4.0337486,37.653946,-5.877227,0.7226659,-18.310162,-4.094957,-4.172847,11.610884,9.391302,8.6869755,Violin
-563.19385,17.436619,-27.277634,22.630913,-2.4683616,-5.0800505,-16.590527,4.8299065,1.32926,-16.77956,3.009369,-3.4039416,Violin
-643.96027,42.588753,-8.057098,32.95424,-13.544578,-7.4158726,1.0993615,15.766617,-11.848218,-13.318114,-0.5215663,30.401283,Violin
-456.5781,8.997861,-11.848284,26.788702,-16.949965,-8.137295,-21.609468,-9.305153,-1.8585632,12.113654,2.3189764,13.278111,Violin
-455.6807,9.445627,-8.449029,26.873749,-20.05993,-10.46376,-18.923203,-12.159676,-6.3223543,4.055315,5.263276,21.902552,Violin
-641.68414,45.388084,-18.675976,38.30819,-16.9231,9.406793,-0.909057,1.3994031,-20.692802,-2.2190218,22.865719,6.0910773,Violin
-439.30072,15.110782,-19.58091,43.524498,-30.2615,-3.6659312,-19.27249,-6.004704,-10.876535,-0.34494868,-22.35833,4.1743393,Violin
-505.9854,36.48138,-30.236649,44.908394,-29.293905,-7.4342976,-22.367105,-13.239373,-8.192285,-3.988539,-12.459707,-5.121986,Violin
-621.8117,30.257795,-9.395925,28.213247,-17.490585,8.43438,5.9935308,-11.333718,-18.604473,-0.35124215,4.490023,1.7644932,Violin
-555.2544,35.715816,-23.960976,39.346603,-19.948841,-10.511549,-19.317217,-16.1401,-7.295418,9.60405,13.153466,17.355522,Violin
-625.50073,50.96027,-32.297222,50.93919,-24.181067,-0.11688006,-10.024027,-3.9763455,-1.1976823,0.9852223,-15.142402,0.9043074,Violin
-435.00714,8.633184,-18.87925,17.462122,-14.515392,-3.0140252,3.202394,-16.668167,-20.416054,-5.8982744,1.7739251,-4.280625,Violin
-658.35675,35.866302,-15.365701,45.382107,-11.30344,1.8932432,-18.752676,-6.9543324,3.0915122,13.277242,14.214274,19.634079,Violin
-609.0878,53.603836,-32.710896,50.153996,-25.203323,-2.9369533,-16.765488,-10.075268,0.21208234,0.0045047738,-6.9019876,2.0131276,Violin
-555.06024,26.878637,-16.835922,45.95007,-24.742332,-0.28496024,-15.903304,-3.5268075,-6.6814075,4.440666,-19.993694,4.7948794,Violin
-447.3092,-6.9343157,-6.4038167,24.781519,-12.613481,-9.716339,-13.075589,-17.128046,-8.68283,5.50513,5.020736,9.251218,Violin
-410.48764,24.88443,-34.897507,42.920982,-28.061907,-11.819592,-18.469343,-16.41097,-8.043331,-2.7808068,-15.649559,-6.6267767,Violin
-649.0231,18.631428,-7.506901,41.01894,-5.665637,-0.12575167,-14.240676,-7.491377,-3.8620918,15.167962,10.198929,13.825098,Violin
-551.24774,28.820797,-20.962116,29.407198,-13.838176,-2.0763113,-4.71616,-7.4306827,-17.102768,-3.8736165,13.37707,2.3916028,Violin
-560.1888,19.634283,-10.773092,25.857338,-14.145943,2.4372542,3.793119,-12.036723,-16.578775,-2.925768,4.4081573,-1.3581259,Violin
-442.5558,19.405678,-23.44006,20.77296,-12.5163555,-5.6841464,-7.895575,-13.078396,-16.01038,-2.0570672,11.909279,0.7600418,Violin
-631.96625,49.712467,-27.297134,45.557827,-21.452887,-9.789737,-21.051731,-15.522939,-6.8268533,13.306475,16.938227,25.63649,Violin
-573.7076,35.802284,-17.06418,31.244703,-16.518158,-7.8815365,-3.292576,0.8803814,-15.259334,-11.097625,7.587092,21.06806,Violin
-650.1379,26.41937,-13.828815,31.974926,-21.098465,2.595665,7.676523,-3.1949399,-20.571264,-1.3861481,4.4806886,11.704181,Violin
-397.67197,36.514572,-41.94058,44.253445,-21.98083,-2.901009,-20.357246,-10.421086,-1.8102955,-11.827869,-17.016697,1.7035321,Violin
-644.49023,44.409798,-21.887774,47.56821,-22.144848,-8.773073,-15.523972,-14.8107605,-10.120303,9.986143,8.187652,28.87971,Violin
-635.7447,14.122027,-7.570563,46.47542,-11.134973,1.9580071,-9.389524,-6.759012,-8.894446,9.093256,5.2783628,15.898036,Violin
-465.53625,24.072842,-18.628492,24.164825,-14.852079,-9.826677,-7.6546445,-5.3559504,-15.244639,-7.411592,3.8060758,15.705685,Violin
-658.3018,45.365147,-15.449041,39.116695,-19.362318,1.1378572,3.1554656,6.135539,-17.01498,-7.8586845,12.289692,22.317719,Violin
-562.42316,31.89085,-15.748408,41.61036,-24.878817,-9.36921,-18.854763,-14.142642,-11.533766,7.020014,6.722812,26.780842,Violin
-564.1823,1.8212458,-2.6493196,36.184734,-8.155137,-2.0528266,-7.365068,-14.288058,-7.419221,8.145426,8.290294,12.671909,Violin
-447.35663,4.8502784,-17.795904,20.557234,-17.382944,-3.7983785,1.562004,-11.863253,-22.422966,-2.7078815,1.4872967,6.5301633,Violin
-564.705,18.215202,-8.379707,32.44174,-16.461142,-2.519018,-20.501276,-9.721788,-3.2218032,4.420134,7.2577085,23.066465,Violin
-638.94025,24.861576,-11.962927,36.89832,-12.658675,3.454806,-20.289341,-11.037902,1.5291625,2.4420831,11.192896,21.742304,Violin
-457.7561,16.092054,-16.3153,31.209366,-24.187292,-13.508712,-18.332945,-20.002764,-3.4608154,4.8262844,11.108319,23.520538,Violin
-549.64954,14.313685,-16.426561,28.507454,-20.418402,-1.173787,0.83552605,-6.25304,-21.205887,-4.2190957,3.1440012,7.949108,Violin
-441.57507,19.651709,-24.232105,39.152073,-22.105751,-3.9350998,-17.3148,-9.9419155,-8.7626295,0.08069457,-23.582582,4.073235,Violin
-549.73975,22.9884,-26.790632,40.927654,-16.19555,0.35304523,-17.604599,-6.2676873,-9.459365,0.6252714,-20.512732,3.907894,Violin
-406.61978,27.749983,-37.2466,49.93546,-29.282253,-10.153011,-23.723402,-14.992049,-10.447564,-2.157564,-12.97228,-10.623307,Violin
-610.34436,63.735603,-36.216454,46.13507,-19.090157,-1.1833198,-10.738961,-8.804997,-1.455216,-3.292968,-14.811173,8.01118,Violin
-518.8282,32.84311,-33.331264,46.780056,-24.569248,-5.471099,-23.324177,-11.030642,-7.842215,-1.8526762,-11.894675,-8.885572,Violin
-479.59833,10.783433,-9.953771,28.94965,-11.745828,-6.5989347,-17.483698,-4.0758543,5.896713,22.566406,-1.1823174,-4.576755,Violin
-583.2976,7.791508,-9.464143,39.29586,-9.124022,-5.30447,-17.271666,0.3116725,7.8125134,22.617636,4.018005,-13.933193,Violin
-584.5194,51.68885,-32.039665,51.36754,-21.649933,-5.716609,-20.229626,-9.027271,-1.2407415,-0.12349362,-11.885813,-1.8765223,Violin
-512.2062,51.31003,-44.78296,45.436443,-22.50372,2.3325722,-17.364529,-14.204423,1.6634585,-7.661864,-21.458586,4.212841,Violin
-439.00668,-5.734042,-13.891779,26.822065,-17.342861,-12.474955,-18.387066,-2.845262,8.946092,19.720211,-2.7307286,-18.079138,Violin
-607.7651,41.285797,-34.553024,50.4988,-15.014042,-1.4570876,-12.000028,-5.7501225,-3.782068,-0.5640518,-17.37526,6.63511,Violin
-449.78638,23.833942,-22.090635,32.526917,-27.609003,-16.629198,-27.111698,-4.2928267,6.039303,16.288435,0.7286245,-4.9698777,Violin
-436.42297,14.0679865,-28.300648,24.313742,-11.986322,6.907584,-4.2510967,-20.354187,-13.154899,12.862458,-6.16861,-31.521597,Violin
-660.7515,20.185665,-5.5102496,40.753677,-8.980126,0.5726297,-19.66941,0.15156196,4.4842806,24.555279,4.9113727,-7.298366,Violin
-639.0202,55.359207,-24.747456,38.551964,-22.604553,-13.419074,-20.309092,-5.1415024,12.193154,21.8773,9.511822,-3.044773,Violin
-563.5259,17.744242,-20.343952,24.98549,-12.539721,4.9558854,-1.8945186,-11.955261,-19.501492,13.4899435,3.6815515,-30.249376,Violin
-552.927,38.971603,-20.141562,34.73774,-22.33702,-15.003322,-22.011822,-6.5200944,7.8819585,17.285551,5.171407,-3.3189745,Violin
-589.75745,25.847218,-13.334459,36.187603,-14.523046,-1.6349746,-20.844547,-3.1407728,5.4013767,18.12566,2.5413895,-7.554816,Violin
-484.12405,28.882816,-24.430006,37.126114,-18.891733,-0.3053244,-9.676307,-2.6762745,-1.2422493,-5.117597,-12.524106,3.0245225,Violin
-650.0106,32.03596,-16.858118,26.98096,-15.462099,16.980516,3.2256172,-11.4979925,-23.245937,19.730696,5.4757295,-28.512842,Violin
-570.51447,38.75004,-24.203106,31.389906,-16.52333,0.12713642,-2.0592742,-18.527206,-16.202444,13.672661,9.369156,-21.658886,Violin
-671.8481,49.92282,-21.352812,31.696367,-14.330468,10.824192,0.17329998,-15.021848,-15.3373,26.830648,11.305784,-28.032032,Violin
-658.0695,34.826645,-12.822464,35.882023,-11.541437,-1.3916103,-19.874388,-2.1476986,8.852565,17.652428,7.578794,-3.8638897,Violin
-677.02594,53.364388,-19.538055,37.238533,-10.341865,0.5579341,-7.2425995,-0.009080213,1.3756503,-2.2127798,-12.086739,3.8442676,Violin
-478.30542,30.737503,-26.146826,28.816246,-15.351968,-2.4744985,-9.994999,-17.114437,-12.13326,13.370358,0.09442346,-17.903238,Violin
-573.4625,55.487953,-29.097738,44.11024,-15.4094,2.006354,-9.7244005,0.5705706,3.8438926,-5.7745233,-20.58211,7.622426,Violin
-516.2159,37.179016,-40.50921,49.34462,-27.060558,-4.1330194,-22.093817,-10.592146,-4.3176527,-4.1369786,-8.690641,-4.859965,Violin
-612.12115,50.8672,-32.224075,46.438606,-26.098366,0.033516042,-15.862396,-10.192595,-1.102811,1.4518281,-8.855871,1.6279453,Violin
-652.8984,50.13417,-20.505033,40.81453,-20.232525,-11.585435,-21.12439,-9.860271,2.183415,20.21136,15.800141,12.623545,Violin
-628.3399,12.195376,-5.657554,37.374992,-8.472554,0.36217204,-22.195887,-0.5766085,0.9533841,18.50759,8.7714615,2.5459116,Violin
-566.7929,2.6327887,1.1166861,27.06863,-5.585974,-4.753861,-18.606075,-4.1930456,2.4583526,15.998962,6.660437,-1.4393586,Violin
-610.21844,43.66345,-38.083252,55.205406,-19.135588,0.9926371,-11.918502,-1.4796036,-6.789754,0.18931168,-18.078749,5.9198747,Violin
-571.5355,40.227192,-20.71567,41.54378,-21.041328,-11.706916,-21.355623,-11.079568,-2.700404,14.152398,9.993438,13.796851,Violin
-472.11792,11.274298,-10.604013,26.106085,-14.343906,-11.056768,-16.694536,-9.56654,0.8915548,14.49262,-0.8602988,7.219689,Violin
-448.2919,13.594966,-26.968885,41.16873,-23.5,-2.8327987,-14.796581,-6.629545,-4.295233,-0.6217315,-19.67322,2.145739,Violin
-453.33835,16.213808,-20.106256,30.707872,-26.547222,-16.71633,-22.49622,-8.632636,0.7179496,15.330337,7.5989575,5.382411,Violin
-546.4834,18.435696,-29.213947,48.190372,-21.259302,4.1044254,-17.10412,-1.1447144,-7.4001336,3.4293022,-22.846895,5.506544,Violin
-420.39258,20.980274,-32.937836,40.06459,-28.101019,-7.1742144,-22.296572,-12.491949,-4.5630193,-4.027018,-10.018026,-4.595313,Violin
-440.32162,-0.9994863,-8.5270605,19.601006,-13.0684595,-8.86172,-18.762844,-10.478322,2.7768745,16.210896,-0.11824713,-4.1767197,Violin
-685.84265,45.184235,-14.417015,48.03385,-9.118164,0.7596389,-12.187758,-6.485342,6.7445517,16.79305,14.163211,12.689764,Violin
-588.9999,24.311312,-11.775292,37.75856,-11.38773,-3.1428852,-17.668152,-4.9636197,1.0501854,13.433873,-0.09343257,11.547442,Violin
-569.996,22.594887,-11.446599,28.415201,-14.839115,0.41156846,2.4564998,-7.7343225,-20.736845,6.7698684,1.476147,-9.250222,Violin
-666.9995,46.218857,-19.627457,29.329634,-13.899299,9.401892,-3.0291638,-6.7197905,-19.315348,11.720983,18.25315,-7.1254063,Violin
-437.69794,9.207764,-20.937494,20.177458,-19.718634,2.666448,-3.9060826,-17.840277,-21.85742,1.963172,-0.7772724,-5.2329645,Violin
-473.29517,132.57722,-32.459126,21.182188,14.26605,5.2841372,-1.9669118,8.480301,0.7240516,-12.201781,-22.50887,-0.13975865,Violoncello
-377.83542,27.232864,-16.756525,38.13882,4.727291,4.2450585,-6.593327,-0.18727879,-4.1150355,-6.341055,-22.398556,2.320917,Violoncello
-455.48093,29.463963,-28.814957,24.337854,-15.579919,0.37096614,-12.212714,-12.192512,-12.665147,5.095279,5.8176737,-3.5310328,Violin
-383.51678,61.961395,-34.03706,32.495037,10.724646,2.9979477,-7.6997967,10.508597,-5.853398,-14.44601,-18.251959,-4.866566,Violoncello
-496.1486,125.679306,-26.859974,21.079279,20.140789,3.9798172,-3.7160554,9.066645,4.955897,-10.981726,-19.418863,-0.061745908,Violoncello
-360.1144,79.06201,-34.062496,25.848486,13.721552,4.0409884,-8.153948,13.179056,-1.5108011,-14.88724,-18.645075,3.5012197,Violoncello
-368.9736,121.470856,-33.850796,23.491251,10.976647,10.110275,-0.8807526,6.228492,-3.2570307,-9.739533,-16.707226,-5.4895344,Violoncello
-574.97815,36.552372,-23.57072,29.5208,-18.072184,4.5898547,-9.013981,-8.249255,-15.41458,1.7854931,13.960356,-2.3467536,Violin
-383.4638,103.56326,-41.317688,26.835762,9.990463,9.731069,-1.1508833,1.5322759,-3.490241,-9.843909,-19.877314,1.1644045,Violoncello
-490.46915,34.84638,-16.354696,35.3436,8.040983,8.1173725,-11.829675,6.0637856,-2.862423,-7.9832582,-14.098199,-4.275742,Violoncello
-577.3445,139.71039,-23.9389,17.869177,21.331469,8.497843,-2.0997126,12.991793,7.9419417,-9.156536,-17.505117,-3.8144374,Violoncello
-626.0965,31.05712,-13.022294,29.31365,-16.376347,4.416095,-0.33101237,-10.127697,-19.192701,8.786867,1.1208514,-7.876182,Violin
-558.9654,145.39049,-30.678383,22.718967,17.428326,3.9127197,4.7980547,7.618229,-2.8747492,-8.906947,-20.267313,-3.96085,Violoncello
-367.7174,117.64897,-29.602385,23.587954,8.924328,3.1848593,0.29166964,8.445396,-3.5204346,-13.413201,-18.056906,0.5839976,Violoncello
-577.912,115.96653,-44.22931,26.540232,16.722866,9.182698,5.4597855,2.5192745,0.9791999,-14.604136,-22.089977,8.408891,Violoncello
-477.2045,101.78552,-44.324135,28.781105,7.2531247,9.59482,-0.9326803,3.4185193,-3.882634,-12.981672,-19.119627,-0.4805746,Violoncello
-504.76242,67.02171,-18.655718,24.98803,1.785238,11.59843,-5.449945,-1.136823,-9.222913,-9.238324,-25.734453,-16.82779,Violoncello
-497.56763,67.923874,-38.10186,32.892746,12.676874,6.191437,-3.0725706,5.484172,-1.9935178,-7.772142,-19.51929,-0.5556515,Violoncello
-414.0316,53.282303,-14.465622,23.922142,3.48698,6.6997776,-4.8655853,-1.8413185,-10.494292,-8.502392,-23.706196,-9.831602,Violoncello
-561.6398,99.9535,-41.80793,30.063267,22.014582,11.744211,-3.69868,13.531743,4.400691,-17.386929,-16.738384,4.7300344,Violoncello
-474.98312,19.990837,-9.514552,24.955095,8.598357,4.278788,-8.417754,-5.2404594,-19.373661,-9.086106,-14.00561,-9.57668,Violoncello
-621.44556,62.84775,-26.090063,36.20483,16.104605,13.237283,-9.353333,4.3765078,-0.93345577,-4.670886,-14.8880205,-5.323699,Violoncello
-573.7476,38.26643,-12.955708,27.16966,10.602024,11.5173645,-13.76006,-3.0620813,-14.01497,-11.012148,-10.2415905,-9.041822,Violoncello
-414.68423,105.581635,-16.806892,25.498217,14.820669,8.244399,4.2753935,6.735153,-4.4016724,-10.271649,-14.38732,0.18149447,Violoncello
-604.84485,53.403717,-9.989272,16.52379,5.0677233,1.0196939,-15.590767,16.127548,19.048992,8.672526,-24.1286,-29.765919,Violoncello
-589.8878,73.472534,-25.596987,27.733454,7.5578136,9.615347,-8.654875,1.3800129,-6.503393,-10.375718,-27.2408,-13.627408,Violoncello
-509.41016,41.20336,-6.2573404,19.248314,6.8580303,-4.0295935,-12.259463,12.122403,13.916329,1.9224824,-21.944422,-24.407774,Violoncello
-589.3988,84.23771,-41.79321,31.624897,17.436687,9.453164,-5.736551,10.354719,-2.2944775,-8.064471,-15.676021,-1.0503865,Violoncello
-421.56842,36.934097,-5.767428,13.7333355,7.973304,-2.8107374,-14.540552,9.924733,13.899735,2.3207083,-23.073278,-27.204414,Violoncello
-410.16656,20.168272,-8.49273,21.401289,10.028324,4.9152594,-8.863955,-3.773316,-14.273504,-11.706388,-11.370971,-9.907823,Violoncello
-534.6327,71.14258,-21.646427,27.187283,11.1058035,7.1763897,0.80440915,3.6214428,-8.53836,-8.837801,-12.301558,4.8742847,Violoncello
-525.6385,118.280426,-14.343621,27.041159,22.927208,8.028869,-2.980451,4.066255,4.0483346,-9.081142,-18.883184,0.4686652,Violoncello
-394.78842,127.08634,-22.597946,24.69441,19.467518,9.369521,-4.8362775,-0.01964763,-1.527869,-7.3992968,-14.486453,5.7015862,Violoncello
-482.81784,73.17358,-28.794836,35.715527,10.288708,9.089561,-9.717002,3.7200537,1.0522435,-11.387746,-22.905832,-2.6717994,Violoncello
-472.57977,28.777689,-3.3882787,43.03004,11.905911,10.5587225,-7.065614,-5.529887,-7.4326,-6.787279,-16.770155,-1.2199751,Violoncello
-487.9592,111.866295,-37.814007,33.937336,14.70555,5.735076,-3.7368088,1.621182,-0.13488251,-13.709369,-16.935608,-0.62063944,Violoncello
-439.6815,71.29924,-22.547218,25.650726,10.10188,7.8289037,0.316365,6.295974,-6.3803754,-9.120601,-18.443125,-0.39525354,Violoncello
-388.9243,63.826313,-24.462257,30.222939,12.047449,7.532912,-10.002866,7.109442,-4.8080444,-14.046716,-18.858812,-8.199243,Violoncello
-606.25323,151.33997,-8.038376,22.591589,24.7151,7.344892,-3.8294322,1.0601404,-0.34514484,-5.578978,-11.694231,5.659319,Violoncello
-589.9463,42.5453,-5.7161717,41.972553,13.346696,11.308566,-11.665161,-3.540574,-4.325666,-8.475319,-12.026917,-2.5659058,Violoncello
-386.28403,102.03811,-38.395134,29.314127,10.955495,10.349249,-5.305653,-0.36218983,-2.7603714,-7.7773147,-19.329813,-9.448034,Violoncello
-538.72797,76.56985,-22.391039,25.80135,12.165987,8.6437235,1.2000135,6.6421432,-5.4015455,-6.9037986,-15.356312,0.0811622,Violoncello
-495.95493,143.10248,-22.884666,29.741724,23.48575,1.9760689,-4.8378496,2.9659815,-1.5757564,-6.2220182,-11.654008,2.1074846,Violoncello
-575.08093,138.63557,-19.254519,27.84503,25.154417,6.378776,-7.050776,8.615719,3.0840533,-11.029654,-15.916606,0.21226586,Violoncello
-372.49875,111.487915,-32.174892,25.687042,11.408604,5.0529985,-3.0542426,5.2119765,-0.6902527,-14.088893,-19.328396,-2.3856802,Violoncello
-624.83875,80.179855,-19.69232,23.384642,6.516696,8.680241,-8.265951,4.0775356,-2.4847362,-10.285088,-20.963408,-6.824961,Violoncello
-621.41815,45.15437,-8.186537,27.29091,9.542521,-1.2885817,-11.248826,3.8267765,10.951823,17.894163,-11.192273,-21.302462,Violoncello
-605.08374,50.174267,-15.960609,28.762308,9.546772,8.689156,-7.155374,-1.916817,-16.836287,-4.2831235,-4.881591,-8.035385,Violoncello
-622.69745,92.53014,-27.036015,22.752407,17.196938,10.365972,1.9355172,4.0415363,-1.5639292,-7.227644,-12.8005295,0.19890924,Violoncello
-671.33777,62.225693,-15.0351305,39.000046,17.862171,15.848234,-11.265796,-6.086598,-4.8582034,0.23090401,-10.002217,-3.072107,Violoncello
-614.6206,131.33852,-33.175743,20.847294,20.074577,1.603422,3.228617,8.5828495,-1.1379147,-9.78096,-17.310669,-2.942217,Violoncello
-496.37173,22.15834,-6.97764,26.292246,11.137359,6.158399,-6.0967703,-1.7831119,-12.730298,-13.493477,-12.687934,-3.1053882,Violoncello
-362.18625,125.666695,-35.0593,23.22589,12.915166,7.863952,-1.8256876,5.381149,-3.7690527,-11.080028,-15.7325325,-1.5386587,Violoncello
-408.7225,50.54192,-12.565143,20.44746,3.7172828,2.1270394,-6.2573366,1.3351785,-6.6871595,-11.013744,-24.366558,-10.756135,Violoncello
-408.1799,20.014086,-3.4944038,25.352648,6.712837,7.1845093,-7.5945306,-4.5579786,-12.090142,-13.268924,-10.240605,-10.043843,Violoncello
-590.57697,97.11296,-32.37004,29.70059,15.307325,11.687481,-13.142378,4.8240066,5.7278547,-7.626717,-16.868805,-3.3335721,Violoncello
