spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,label_list
15.162574585393324,25.197684343993657,22.266555348086083,26.871772322560222,26.033674500916785,21.314483430744744,16.16229501431356,Violin
15.484340691014754,25.202887485636264,24.579883693618136,26.08157523801473,25.067514363987076,20.374344564661058,15.4236093027591,Violin
16.281310178290497,26.613671774546766,24.604883155721584,27.214357795730102,26.56830676811901,21.514069444536137,17.738276885057978,Violin
15.776856959500174,25.668242358766854,23.883489037625164,27.364401610776973,28.478042293443885,22.624560206357952,18.797796672968683,Violin
23.83468160449006,24.58944842819187,26.844933154064993,20.72127610719248,21.594385416619446,18.141994657066856,13.921893110555592,Violin
14.814794350199806,14.844773566636446,26.869555848998854,26.811253412394837,34.0234710240444,26.50902083912689,27.871540558289304,Violin
15.850329391685635,26.150811402691367,24.06697279926957,27.819833002539184,29.099159083466063,24.013037788328088,20.48048754745819,Violin
25.41544411556856,27.13956270221234,27.962553463945806,24.3447406604276,23.741659114864387,18.681144302806892,13.90118420613021,Violin
14.527539864900579,26.03619118713828,23.802292397795085,24.87482915625135,22.707089603060865,19.860521231115197,13.938414677361466,Violin
15.341944925087917,14.595612074418202,25.98753150968669,27.070146642727412,32.83880402414244,27.8685687832926,32.921665026843655,Violin
16.588851057542005,27.437326516837135,24.491327840660105,28.25763879265186,24.195323385568184,21.89534027111492,15.235421393652354,Violin
14.929749766180985,15.039643991314172,15.032147192092978,25.67231829381103,30.05547511413505,29.510271269980304,30.756551555532173,Violin
14.301477810504348,13.10551661152482,22.411892284669186,27.64739266595173,28.52125350242715,20.215687695015085,14.757370455022198,Violin
13.733285056627725,14.523103849566343,24.26526131108583,26.598085474707915,31.555844786209914,22.739297689636956,21.16612543788316,Violin
29.327333822203194,21.978784455360636,27.358345643800906,26.411284663117158,23.63776931427697,20.26370113305047,14.721175933089096,Violin
14.693081182761468,25.023207176206537,23.565527171302964,29.184725944804566,29.04235300876652,25.40099553228881,20.343204890930917,Violin
25.346489012071807,22.477290245614935,28.71697303100025,23.2845006055865,22.205677253386515,18.40915962164352,14.001285508173536,Violin
16.80507525822079,23.361818667144387,23.937202161273607,28.067419726877127,26.20241501811777,22.9808324537568,17.877515530837556,Violin
14.10274513936899,15.066238207915552,14.850184355473953,26.51559151078805,27.691794158439603,28.342169752054435,25.450545178598812,Violin
28.15089180085944,22.56638357225069,28.04147248282368,26.857479797315072,26.42946191961342,23.639950130107017,15.632653456506022,Violin
14.708426024949484,15.903047315649308,17.01783070679743,27.09276186138731,28.87639360037273,29.39729176625382,22.198947337327102,Violin
27.47047486609223,23.248166295322235,29.95173774444381,26.118264520666063,26.477448860096775,21.48494108789818,15.013826311124264,Violin
28.922233331668732,20.389089164887256,26.188095970331922,26.36919129684667,26.437835216772992,21.029720436680275,16.224158370918662,Violin
26.918694850125057,22.274678601111425,27.330625497420982,23.866463445035215,23.87540992177618,17.78608771093091,14.072398356529837,Violin
14.116895616143054,25.299491926701087,29.365370358911296,31.60614577063422,34.84324275190397,29.682637181935142,24.585435153701617,Violin
14.96461660895238,23.00473023361444,23.904331353490594,26.704930046671436,23.45629374730768,19.193721701830324,13.848803028804582,Violin
15.350980711932836,14.002530127060016,27.21485530625701,29.61941142545622,30.132212983211417,30.236793369609348,26.154193596634347,Violin
14.668297608382892,22.889363839824835,25.217918951627468,24.355499913621312,22.49103574580585,19.779695968768056,14.801911765980424,Violin
15.257963581489916,13.126445547984776,22.728066316798625,30.751464052806654,27.6327932709388,28.02876436522569,22.96620777250924,Violin
13.68592749624475,25.58305265758858,27.64437374135351,30.944651667987426,33.550329673830305,28.526058610290686,23.129332944131196,Violin
14.561416882296045,15.055459213546444,27.710625923951213,29.210738472574537,29.39645571452317,28.354449428811954,23.564664135529835,Violin
16.38819946549686,22.306243041720332,25.699117596943516,25.382701304327288,25.078699748057655,22.77793645106809,17.94253710230199,Violin
13.921643679296588,14.995866445003475,24.069118038004305,27.717195660733967,28.713827657556887,24.675317566787655,21.62503149978751,Violin
14.843815652377117,24.910562756435933,22.63290319349865,28.01399287931911,25.51969861118916,24.1547066441439,18.840096703560583,Violin
14.189032496721616,24.446192668232577,24.68736538465394,27.146590543971254,31.772673878303802,26.165929493298346,20.620069253180084,Violin
15.78850798918369,23.94876541664693,26.85679618999325,26.263372510173966,25.201111500252242,21.289109894833032,16.49795725153937,Violin
15.278486260812091,12.975108278554586,23.117072709065862,29.65919469903372,26.948307417960088,26.298345173310622,20.095548104258803,Violin
16.26672783336484,24.197064814344902,25.007890060803252,27.808325601174168,26.083228030754707,23.06084437789373,17.18567998415283,Violin
14.199847089812476,23.72781444593002,22.646690001885933,27.151902485269297,24.918994042248073,21.5545003221303,15.570392691905045,Violin
14.268248700993885,15.436734045805796,16.39609034307136,26.493508987742754,25.75459223690958,24.56952554714092,22.195648342401224,Violin
28.484272439993653,22.231159586476487,26.12692072092887,24.740053216768604,22.219636990355887,19.068148862299584,14.800480464188556,Violin
15.049850097745615,14.800375089856,16.110184280536863,28.62014970353386,27.896250916736573,26.347612899405625,26.033467970467147,Violin
27.956411153661218,23.231726064890314,26.102488150940033,27.791058778395776,25.20721149587991,24.08758033370294,15.873665375570813,Violin
28.700508194748267,21.847980664745485,25.000172204957078,25.1666150368282,24.400493064728263,20.91943115121418,16.011375211095217,Violin
26.300585027384443,21.679449951056625,25.11992291701382,22.450848261252293,21.79741192088616,18.2736117139221,14.127730013240763,Violin
16.53140914392906,22.372431114577996,28.475902439877046,30.24436036141653,30.17231341075097,23.133112665667337,17.724573652989562,Violin
14.404083330018949,21.84025345551946,28.37621641897899,30.46700829179936,29.79202626336445,25.208183143179767,19.612385187818976,Violin
28.160139279808053,23.8474606533,26.754681483683843,28.330913487655163,26.334887699350507,23.071561144888154,19.160613793661373,Violin
26.5532503210417,23.14087683530231,25.219009963774123,24.83364451004617,23.50175446143241,20.607531231986087,13.944478408744672,Violin
