scale_0,scale_1,scale_2,scale_3,scale_4,scale_5,scale_6,scale_7,scale_8,scale_9,label_list
-7.2939436e-13,-2.9095561e-11,-3.6343983e-12,2.1181843e-11,6.407795e-11,9.415573e-11,6.5836905e-11,3.802326e-11,4.1261116e-11,7.3010965e-11,Violin
2.391763e-14,-2.3550207e-13,-4.842922e-12,-2.5847168e-11,3.7627696e-11,3.289941e-11,7.194685e-13,-9.587612e-12,9.859733e-12,3.862289e-11,Violin
-2.4079447e-13,-1.11013065e-11,6.953742e-14,-2.0152213e-11,-6.918779e-11,-9.0297186e-11,5.015763e-13,2.646681e-10,3.9891038e-10,3.6925973e-11,Violin
-9.335063e-12,3.3849108e-11,1.1825691e-11,1.2003604e-12,4.1951807e-12,8.440223e-12,1.3401524e-11,2.7734223e-11,4.302557e-11,6.7012604e-11,Violin
-1.0345853e-11,1.4422259e-11,3.985522e-11,9.508938e-12,1.6772807e-11,5.7122335e-11,5.357885e-11,2.0132134e-11,-1.8721968e-11,-2.7581744e-11,Violin
-1.1083242e-11,8.7154177e-13,1.9570253e-11,7.079216e-11,6.620538e-11,6.677561e-11,7.9194734e-11,7.195891e-11,4.6118245e-11,3.771919e-11,Violin
-9.3686335e-12,9.263236e-12,2.9690788e-11,6.2131446e-11,9.2966426e-11,1.5400074e-10,1.0490908e-10,-1.6231025e-10,-3.405596e-10,-2.8510452e-10,Violin
-4.006609e-13,-1.5969379e-11,5.4429703e-12,1.8211264e-11,1.1833857e-11,1.00573e-11,2.480472e-11,6.500755e-11,9.8026906e-11,1.0524942e-10,Violin
-1.625868e-13,-5.263181e-12,8.963898e-12,3.357121e-11,4.5904572e-11,1.8533796e-11,-4.025486e-11,-9.398573e-11,-1.1940308e-10,-1.3729728e-10,Violin
-1.9756127e-13,-3.9169735e-12,8.21617e-12,3.7066638e-11,1.9090651e-11,3.972792e-11,1.4269512e-10,2.7674224e-10,4.3356368e-10,3.362764e-10,Violin
-1.8012565e-13,-6.7528236e-12,2.2416846e-11,-4.4237318e-12,9.651738e-12,2.9744568e-12,-3.0501646e-11,-4.2242095e-11,-3.9969843e-11,-5.5966322e-11,Violin
-6.9914685e-13,-2.5615817e-11,-4.8647067e-12,7.5086624e-11,8.350805e-11,5.151012e-11,1.9949056e-10,5.0631727e-10,6.0534233e-10,7.883271e-11,Violin
-1.2143271e-11,-6.2253757e-12,4.9588354e-11,7.9877965e-11,6.45785e-11,1.7616826e-11,-8.326738e-12,-8.489422e-12,-1.2627976e-11,-6.673763e-12,Violin
-9.911224e-12,2.979733e-11,2.357335e-11,1.4163697e-11,2.6458469e-11,2.889871e-12,-2.622275e-11,-2.3553213e-11,-1.771364e-11,-4.2349263e-11,Violin
-5.670176e-13,-2.2475825e-11,2.4363496e-11,3.110698e-11,-9.188111e-12,-1.9537719e-11,5.7288636e-12,4.364251e-11,7.000563e-11,7.926709e-11,Violin
-7.781493e-14,1.9208467e-13,5.584017e-12,2.0831137e-11,-2.4546292e-11,-5.764741e-12,5.3583936e-11,5.2417175e-11,-1.0674799e-11,-1.4443568e-12,Violin
-2.9597078e-15,5.366159e-14,6.100603e-12,1.5454882e-11,-1.4828e-11,-8.549225e-12,9.01811e-12,4.2239693e-12,-2.2422788e-11,-3.9911418e-11,Violin
1.24031905e-11,-1.011658e-11,-5.00337e-11,-3.020662e-11,3.5760263e-11,5.879527e-11,-7.3276746e-11,-3.1884914e-10,-5.0184634e-10,-2.8311906e-10,Violin
1.28924866e-11,-1.7230469e-11,-4.6247728e-11,-5.396604e-13,2.5546397e-12,-5.4590978e-11,-6.1272e-11,-3.226016e-11,9.797273e-12,2.0277054e-11,Violin
-9.6624314e-12,2.0159215e-11,5.533092e-12,1.408522e-11,6.131634e-11,7.8059524e-11,1.0008487e-10,1.4784443e-10,1.7670208e-10,1.5336894e-10,Violin
-4.6678037e-13,-1.8076202e-11,-3.0365988e-12,3.693162e-11,3.075898e-11,1.9599593e-11,2.1828601e-11,3.5195746e-11,5.3972674e-11,7.8905465e-11,Violin
1.0835421e-11,-1.6005138e-11,-2.1255324e-11,-4.376564e-11,-7.159899e-11,-4.9018484e-11,-6.4161658e-12,3.5054785e-11,5.9507524e-11,6.906104e-11,Violin
-3.0823556e-13,-1.677127e-11,1.962648e-11,1.5363913e-12,-7.229054e-11,-1.0493972e-10,-1.1843018e-10,1.4152216e-11,2.2597092e-10,1.7995677e-10,Violin
8.319e-15,-7.0761747e-15,-2.2096123e-13,8.1493417e-13,-1.0728528e-11,-8.645097e-13,1.641244e-11,2.7674195e-11,3.250469e-11,3.6109487e-11,Violin
4.9510005e-13,1.523429e-11,2.5120177e-12,-2.9793397e-11,-8.988631e-12,-1.3398605e-11,-3.525588e-11,-1.0015828e-10,-2.3767535e-10,-3.845311e-10,Violin
-4.4604042e-13,-1.7455128e-11,-3.5781434e-12,1.5740955e-11,6.742133e-12,1.2944475e-11,3.2859417e-11,4.0506563e-11,4.7722305e-11,8.511479e-11,Violin
1.6191843e-12,4.0134215e-11,-2.5784992e-11,-7.205519e-11,-1.3495148e-11,6.230189e-11,1.8838393e-10,3.4373202e-10,3.671712e-10,5.1591748e-11,Violin
-1.0785209e-11,6.9984817e-13,2.434917e-11,7.912934e-11,8.818006e-11,6.913788e-11,4.5071627e-11,2.2591618e-11,-1.5840608e-11,-4.9483105e-11,Violin
2.6303233e-13,8.630083e-12,3.0847512e-11,1.1348957e-11,-7.3183765e-11,-2.1992011e-10,-3.2897798e-10,-3.3320477e-10,-2.2998382e-10,-1.4186832e-10,Violin
-1.687609e-14,2.0059638e-13,4.088285e-12,2.7660176e-11,5.8325783e-12,-4.9051825e-11,-8.344827e-11,-9.5440926e-11,-1.2711834e-10,-1.4534164e-10,Violin
1.0773499e-11,-2.167819e-11,-1.7515486e-11,-2.1892666e-11,-4.2425757e-11,-4.009764e-11,-1.5522006e-11,1.9198027e-11,1.11997365e-11,-8.513871e-11,Violin
-7.5751695e-14,-4.679541e-12,6.1277936e-12,1.9188835e-11,2.3868046e-11,4.5308493e-11,8.967467e-11,6.385842e-11,1.0494347e-11,-6.113244e-11,Violin
-2.200989e-14,2.6682014e-14,1.9432884e-12,-7.983936e-12,-5.83646e-12,2.5148023e-11,3.443055e-11,1.9152801e-11,8.435418e-13,-1.771427e-11,Violin
-2.1969533e-13,-5.8462705e-12,2.5176758e-11,6.1411626e-11,-3.4220645e-12,-6.671597e-11,-1.14140745e-10,-1.3282019e-10,-1.4865838e-10,-1.5147635e-10,Violin
-2.8499832e-15,-7.201421e-15,-1.7084101e-12,5.6417228e-12,9.233531e-12,-2.0599977e-11,-3.9922097e-11,-2.3414926e-11,6.60097e-12,3.419015e-11,Violin
1.1257242e-11,-1.6640373e-11,-2.3508534e-11,-4.1635532e-11,-6.0426227e-11,-4.1850048e-11,-1.0034708e-11,1.17892545e-11,-2.7730717e-11,-8.767749e-11,Violin
-1.400026e-13,-6.4639917e-12,2.0938591e-11,-8.6318143e-13,-7.275403e-12,-6.363771e-12,-1.2621239e-11,-1.491054e-11,1.3943889e-11,5.1643773e-11,Violin
5.1297498e-14,3.9251892e-13,-2.9085428e-12,2.3501498e-11,-1.2461104e-11,-7.4235555e-11,-8.2465194e-11,-3.8283317e-11,2.4218402e-11,8.2794896e-11,Violin
1.1625214e-11,-1.1726564e-11,-3.651327e-11,-8.383569e-11,-7.934857e-11,-3.224243e-11,8.630221e-12,3.956115e-11,7.566064e-11,1.183995e-10,Violin
-1.2616495e-13,-6.41967e-12,1.102646e-11,1.479337e-11,3.139228e-11,1.6274876e-11,-3.655363e-11,-9.829527e-11,-1.2769563e-10,-1.2039958e-10,Violin
-1.1084811e-11,-5.8258333e-12,5.3084353e-11,8.138737e-11,3.302289e-11,1.9156694e-11,4.5036575e-11,5.956781e-11,4.754447e-11,2.0659443e-11,Violin
1.0819918e-12,1.1298521e-11,1.6365558e-11,6.726753e-12,-1.7400801e-11,-3.788923e-11,-7.131603e-11,-9.235683e-11,4.5899735e-11,2.677865e-10,Violin
9.775473e-12,5.163818e-12,-4.235522e-11,-4.862089e-11,-5.7328774e-11,-7.379503e-11,-3.9371336e-11,1.0022057e-11,3.2064903e-11,2.588798e-11,Violin
2.6368203e-13,9.9528675e-12,8.98514e-12,-2.6223377e-12,-4.4860725e-12,2.1880088e-11,7.97324e-11,8.536114e-11,-2.4679248e-11,-1.8660753e-10,Violin
-3.9135999e-13,-1.4942141e-11,-6.5234553e-13,2.2332566e-11,1.5152836e-11,3.7783082e-11,6.041723e-11,6.356273e-11,5.6386992e-11,5.784997e-11,Violin
-7.7566554e-14,-1.5774288e-14,-2.1464544e-13,7.838313e-13,-6.60539e-12,1.1694283e-11,1.4925006e-11,-3.911824e-12,-2.4089862e-11,-3.6651508e-11,Violin
2.9207522e-14,-7.5815867e-13,1.8134389e-12,-3.1725105e-11,1.9365419e-12,3.03892e-11,2.7266273e-11,2.116665e-11,3.0722393e-11,3.3829484e-11,Violin
-4.905936e-13,-1.9872914e-11,1.37082e-11,4.987806e-11,5.0716018e-11,3.335358e-11,5.8533777e-12,-1.9608185e-11,-5.218066e-11,-8.8231714e-11,Violin
-1.6578979e-13,-6.470009e-12,1.9297997e-11,2.6077116e-12,1.2042804e-12,3.90783e-12,-2.506982e-11,-5.5445693e-11,-5.6564475e-11,-5.5220262e-11,Violin
1.0900176e-11,-2.6479508e-11,-3.9535653e-11,-1.1379841e-10,-1.2459328e-11,2.6337135e-10,2.1771134e-10,-3.2362216e-10,-1.152312e-09,-1.6318485e-09,Violin
-1.1768156e-11,1.7544828e-11,3.1061185e-11,6.21386e-11,5.2545874e-11,2.8484288e-11,1.520167e-11,4.5557074e-12,-7.593922e-12,-2.0728374e-11,Violin
-1.0849724e-11,5.164017e-11,3.5729433e-11,2.5828471e-11,1.1273065e-11,-1.8488442e-11,-7.58192e-11,-1.40129e-10,-1.8012233e-10,-1.999936e-10,Violin
-2.4656994e-13,-9.716503e-12,-2.064248e-11,-9.534112e-13,5.9956116e-11,1.1828201e-10,1.2468127e-10,9.5399244e-11,6.81487e-11,4.9942543e-11,Violin
-4.548919e-13,-1.3333202e-11,-1.5788863e-11,2.3561049e-11,7.035476e-11,9.8883374e-11,1.3493677e-10,1.07486936e-10,-2.0996063e-12,-1.5626088e-10,Violin
8.845788e-14,6.4962753e-12,-1.7016218e-11,-1.6391465e-11,-8.485961e-13,2.9093759e-11,7.193424e-11,9.598292e-11,1.1393945e-10,9.909558e-11,Violin
1.7974375e-13,6.5808726e-12,-2.1970486e-11,-1.4219219e-11,1.16369935e-11,4.2174115e-11,9.060448e-11,1.0596078e-10,6.826339e-11,4.005281e-12,Violin
-1.1492848e-11,2.87939e-12,6.712987e-11,2.871038e-11,4.1258743e-11,8.9503155e-11,1.0092848e-10,-6.2905896e-12,-2.012847e-10,-2.8189906e-10,Violin
-1.4440821e-13,-7.3554635e-12,2.095221e-11,-7.29163e-12,-3.32663e-11,-5.087424e-11,-4.1992593e-11,-2.0395035e-11,9.854764e-12,4.7652732e-11,Violin
-2.4867193e-13,-9.38842e-12,-1.9342682e-11,-1.5760547e-11,-1.060935e-11,2.0490176e-11,6.5940926e-11,1.0391709e-10,1.3944329e-10,1.8913969e-10,Violin
-2.196789e-11,4.7141038e-11,6.652559e-11,1.1667691e-11,3.4859178e-11,6.026773e-11,6.0091314e-11,5.352207e-11,2.9450452e-11,-1.6186353e-11,Violin
-2.4457216e-13,-1.0121039e-11,-1.5462147e-11,1.164931e-12,-4.0652638e-12,-1.1942418e-11,3.4899108e-11,1.1580492e-10,1.8493052e-10,2.349419e-10,Violin
1.19716815e-11,5.6239167e-12,-3.8543668e-11,-4.850112e-11,-1.245955e-10,-2.4710195e-10,-3.13953e-10,-2.5441024e-10,-1.14947864e-10,1.399979e-11,Violin
4.398202e-13,1.5720801e-11,1.0874077e-11,-4.884845e-11,-9.69129e-11,-8.707396e-11,-2.9902334e-11,1.373443e-11,4.31902e-11,6.242451e-11,Violin
4.6533928e-15,4.9011817e-15,-1.6631259e-15,1.5812632e-12,-4.2472206e-12,-2.9279415e-12,1.1909953e-11,9.010447e-12,-4.381469e-13,-9.0367655e-13,Violin
-1.0122133e-11,1.4801086e-11,2.9225056e-11,3.2728903e-11,1.4923018e-11,2.8635216e-11,4.367585e-11,3.4972313e-11,6.4240757e-12,-1.6959288e-11,Violin
5.860861e-13,-2.3850862e-13,-1.7887099e-12,-1.6771813e-11,6.7639444e-12,2.398812e-11,1.2596514e-10,2.808865e-10,2.8508826e-10,1.3208601e-11,Violin
-1.0767747e-11,2.2123575e-13,-2.0354734e-12,1.5687593e-12,-1.9018875e-11,-8.542789e-11,3.3023907e-11,4.928294e-10,7.4463197e-10,1.1895217e-10,Violin
-4.135294e-15,-3.0677885e-13,-1.5167195e-12,-1.5497343e-12,3.1156937e-12,2.2109708e-11,3.1692784e-11,1.512927e-11,-1.2706226e-11,-3.6228277e-11,Violin
-8.225409e-14,-3.2577556e-12,-3.077409e-11,-1.25250955e-11,2.9545012e-11,8.289058e-11,1.15673617e-10,1.584017e-10,2.2358605e-10,3.0581887e-10,Violin
5.39458e-13,1.9300126e-11,-1.07680245e-11,-2.7071494e-11,-4.5536942e-11,-4.8285237e-11,-3.548473e-11,-1.9518245e-11,-4.265102e-12,2.4331826e-11,Violin
-6.036379e-13,-1.006805e-11,-5.8730516e-12,6.74335e-11,2.4730545e-10,2.47607e-10,5.1653713e-11,-4.968214e-10,-1.1606123e-09,-1.5519955e-09,Violin
7.3744814e-15,-5.875045e-13,1.0022158e-12,-2.4204331e-11,-2.0811795e-11,1.4556741e-11,3.2894656e-11,3.4522923e-11,2.8448107e-11,1.1222399e-11,Violin
-3.1972022e-13,-1.5672996e-11,3.941412e-12,4.396295e-11,2.670141e-11,-1.4220533e-11,-2.2616227e-11,3.969313e-11,1.3009106e-10,2.1170006e-10,Violin
-1.7795603e-13,-6.798576e-12,1.9970952e-11,5.6762273e-12,-4.822546e-12,-1.0520449e-11,-2.0752648e-11,-1.5613202e-11,3.0057493e-12,9.085769e-12,Violin
1.0978239e-11,-2.9043172e-11,-2.034508e-11,-4.2813166e-11,-1.7964315e-10,-3.331963e-10,-4.451906e-10,-1.5285265e-10,5.249016e-10,6.5608047e-10,Violin
-4.0329996e-15,4.770517e-13,-2.6044162e-12,2.7468444e-11,3.0849278e-11,-3.2277663e-11,-6.917544e-11,-6.767062e-11,-4.4360942e-11,-4.3970886e-12,Violin
-1.14506364e-11,2.3098504e-11,1.93637e-11,2.6887405e-11,1.9745932e-11,1.1713487e-11,2.3333115e-11,4.633117e-11,7.656068e-11,1.1938525e-10,Violin
-1.11510705e-11,2.2413097e-11,2.2705013e-11,3.9106256e-11,1.352387e-11,-8.6137195e-11,-1.8387841e-10,-1.3225213e-10,5.6752398e-11,3.7747497e-10,Violin
-2.5779604e-13,-1.0088872e-11,-2.5774854e-11,1.7934628e-11,6.665013e-11,5.6908697e-11,6.322838e-11,1.0445553e-10,1.392532e-10,1.4494955e-10,Violin
-1.5635719e-13,-5.7699834e-12,1.9291596e-11,3.015646e-11,-1.1529639e-11,-2.2204731e-11,-1.4626581e-11,-2.6272897e-11,-5.0435676e-11,-5.7740715e-11,Violin
4.1690826e-13,1.4739406e-11,1.369804e-12,-3.783169e-11,-3.7762127e-11,-6.647747e-11,-6.603046e-11,-4.446259e-11,-3.662648e-11,-2.4861332e-11,Violin
5.640265e-14,4.561419e-12,-1.9037806e-11,-5.365456e-11,-2.5244314e-11,6.9283974e-11,2.0520917e-10,2.9327768e-10,2.5372138e-10,-5.970742e-12,Violin
2.25064e-13,8.751512e-12,1.9952472e-11,-1.0276897e-11,-4.3716142e-11,-5.6379432e-11,-8.376452e-11,-1.4153657e-10,-1.798328e-10,-1.5748888e-10,Violin
1.5728028e-14,3.6376004e-15,5.591527e-15,6.741722e-14,-9.112757e-13,6.347337e-12,1.9181937e-12,-2.64661e-11,-4.134995e-11,-2.1458092e-11,Violin
3.3336463e-13,7.523067e-12,-2.0311738e-11,-2.1242704e-12,2.7312909e-11,3.3835646e-11,9.070266e-12,3.0363437e-11,1.9767726e-10,3.9098305e-10,Violin
2.36841e-13,1.5973849e-11,5.699178e-12,-5.7068253e-11,-6.5246156e-11,-3.6319357e-11,3.2411279e-12,2.2114413e-11,2.1934824e-11,-1.6284127e-11,Violin
-9.65607e-12,2.7823424e-11,3.2107855e-11,9.47907e-12,-5.054009e-12,-5.335291e-11,-8.5574055e-11,-1.4472316e-10,-3.2732722e-10,-4.982609e-10,Violin
9.461522e-12,-1.9289232e-11,-7.0606116e-12,-2.7729711e-11,-5.0420106e-11,-4.8522894e-11,-3.0881287e-11,-1.5526564e-11,5.1209106e-12,3.5611448e-11,Violin
-1.0459492e-11,9.203607e-12,4.3774297e-11,6.291742e-11,1.3089695e-11,-4.8690912e-11,-8.7136244e-12,7.185986e-11,2.9814987e-11,-4.356243e-11,Violin
1.08181675e-11,-1.6014082e-11,-2.237998e-11,-4.1805105e-11,-4.2334677e-11,-3.0806663e-11,-6.185385e-11,-9.5042633e-11,-8.5420386e-11,-3.5282808e-11,Violin
1.001668e-11,-1.5951645e-11,-2.0770052e-11,-7.194386e-11,-8.037165e-11,-4.9383362e-11,-2.4298214e-11,5.3554817e-12,3.9234997e-11,6.925731e-11,Violin
1.00433255e-11,-4.064799e-12,-2.1751751e-11,-8.772069e-12,1.1751394e-11,2.3579494e-11,-4.9021426e-11,-2.0173803e-10,-3.3336756e-10,-3.601486e-10,Violin
2.0114119e-13,6.764541e-12,-2.034016e-11,-1.1542539e-12,-6.77133e-13,-8.961654e-12,-1.2657812e-11,1.1618306e-11,6.934986e-11,1.3075016e-10,Violin
-1.1410943e-15,-8.126816e-13,6.099532e-12,-5.2527743e-12,-1.2133724e-11,-2.1876933e-11,-2.146515e-11,2.949244e-12,3.8323487e-11,7.296158e-11,Violin
-7.7575695e-13,-3.0076257e-11,-9.549113e-12,2.4455117e-11,9.226017e-11,9.813428e-11,7.337574e-11,6.41818e-11,6.9948894e-11,7.995121e-11,Violin
1.8511197e-14,-1.5942015e-11,5.810997e-12,3.6102699e-12,1.0707635e-11,1.0497069e-11,2.2889468e-11,5.609217e-11,2.2908926e-11,-2.3307058e-11,Violin
1.5364262e-13,5.616386e-12,-5.221104e-12,-3.7425033e-14,-3.24925e-11,-1.5320885e-11,2.2143449e-11,5.5137773e-11,7.576281e-11,1.0270548e-10,Violin
-5.686006e-13,-1.8043188e-11,1.1095017e-11,2.8827205e-12,-4.6624194e-11,-1.8839388e-10,-2.7387684e-10,4.0855708e-11,5.656659e-10,5.3530086e-10,Violin
-1.8162316e-13,2.686448e-13,-8.224539e-12,3.9822777e-11,3.90931e-11,5.1044155e-11,1.0052409e-10,8.2967876e-11,8.1984225e-11,-2.5588172e-11,Violin
-8.4858505e-15,-5.7789526e-13,8.683515e-13,-2.1043764e-11,-3.000074e-11,-1.31786144e-11,2.979761e-11,7.092663e-11,8.213771e-11,7.337924e-11,Violin
1.1185487e-11,-1.0310094e-11,-4.4170348e-11,-5.481037e-11,-7.938073e-11,-7.289354e-11,-1.5379382e-11,3.2330395e-11,6.2241184e-11,9.062413e-11,Violin
1.1312911e-11,-2.2597903e-11,-8.247545e-12,-2.937038e-11,-5.7935816e-11,-4.481981e-11,-4.8493345e-11,-6.4573825e-11,-8.612998e-11,-9.738012e-11,Violin
-1.1234925e-11,2.0674844e-13,2.8481202e-11,5.5213736e-11,7.557795e-11,7.514045e-11,7.2655895e-11,7.4206134e-11,6.563401e-11,6.0478005e-11,Violin
1.7005643e-13,6.5381173e-12,-1.8727773e-11,7.403849e-12,3.4651903e-11,3.1674777e-11,4.350221e-12,-1.0318836e-11,-4.3861594e-13,5.0910066e-12,Violin
5.062978e-13,1.7331869e-11,-1.3202351e-11,-2.945922e-11,-1.5565669e-11,-1.4862377e-12,-9.164898e-12,-1.908999e-11,-1.63167e-11,-1.4756227e-11,Violin
-1.1426761e-14,-2.4690048e-13,-3.729275e-12,-3.3343186e-11,1.2613694e-11,5.5037388e-11,7.613236e-11,7.5959565e-11,5.0146495e-11,8.860888e-12,Violin
6.1280316e-13,2.3121205e-11,-1.7748313e-11,-2.6824841e-11,2.0443008e-11,4.3052693e-11,-9.488844e-12,-9.276469e-11,-1.666575e-10,-2.3159705e-10,Violin
-1.19600874e-11,9.978536e-12,4.6356422e-11,3.050878e-11,3.0924107e-11,3.107258e-11,2.080522e-11,5.7437816e-13,-1.955194e-11,-4.1365158e-11,Violin
-1.0218337e-11,3.998803e-11,5.1331828e-11,5.374605e-12,-2.2443587e-11,-8.0768156e-11,-1.4636681e-10,-2.0481375e-10,-2.3914073e-10,-2.2676586e-10,Violin
-3.4436264e-15,2.872163e-13,-3.0219688e-13,1.0959806e-11,2.3601246e-11,2.6340876e-11,7.4605044e-12,-1.6572242e-11,-2.9860767e-11,-4.2407106e-11,Violin
9.1499155e-14,8.667106e-13,-4.616171e-12,9.247191e-12,1.2279207e-11,6.349929e-11,1.38581e-10,1.4059763e-10,7.968843e-11,1.2474849e-11,Violin
1.6355855e-13,5.863405e-12,-1.5911234e-11,-1.6084028e-11,-2.8871033e-12,3.0774355e-11,6.33532e-11,6.5757615e-11,6.934221e-11,8.295748e-11,Violin
1.0344574e-11,-2.3247227e-11,-5.542917e-11,-1.1290067e-11,6.27227e-11,8.760324e-11,6.3376186e-11,2.6898695e-11,3.686966e-11,5.0648655e-11,Violin
-1.0700904e-11,1.4618728e-11,3.741992e-11,2.0254241e-11,6.8418613e-12,4.0172903e-11,6.3193985e-11,7.426755e-11,8.049069e-11,6.965056e-11,Violin
1.0780587e-11,-6.019765e-12,2.01484e-12,1.1490203e-12,-1.07393316e-10,-1.7320162e-10,-1.7628271e-10,-1.5822174e-10,-1.3583197e-10,-9.586125e-11,Violin
-1.6443014e-13,-6.189044e-12,1.8866023e-11,2.8309211e-11,1.17060675e-11,-5.2388554e-12,-2.2782519e-11,-4.8071807e-11,-7.84408e-11,-1.1637996e-10,Violin
-8.5959384e-14,4.689195e-13,-5.514378e-12,2.0314397e-12,7.2515657e-12,1.2742449e-11,3.2046185e-11,6.632102e-11,9.5481914e-11,7.1453767e-11,Violin
-6.2788282e-15,7.749798e-13,-7.931098e-12,1.213974e-11,1.6972049e-11,1.1564393e-12,2.7625487e-12,1.0988202e-11,-1.497975e-11,-6.096166e-11,Violin
-3.9839537e-13,-1.5188798e-11,-2.3422234e-12,2.6810335e-11,2.8902788e-11,1.2300371e-11,2.4922495e-11,6.348917e-11,1.15791474e-10,1.4868043e-10,Violin
3.8846056e-13,7.284542e-13,-1.0925537e-11,-4.216739e-13,6.908077e-11,1.2977319e-10,2.2857705e-10,8.568607e-11,-2.6477276e-10,-4.3139992e-10,Violin
-9.840609e-12,8.205879e-12,4.6224424e-11,5.3765967e-11,4.8352565e-11,-4.638544e-12,-1.2339195e-10,-2.0449065e-10,-2.3507057e-10,-2.684021e-10,Violin
-2.541701e-13,-4.030193e-12,3.3702678e-12,5.881595e-11,8.0531436e-11,1.8389916e-11,-2.0996438e-10,-3.5836217e-10,-3.6479097e-12,6.0218813e-10,Violin
-1.049968e-11,9.745292e-13,2.6515555e-11,7.388912e-11,6.809796e-11,5.6604138e-11,5.343263e-11,5.0965586e-11,4.392535e-11,3.100442e-11,Violin
9.796267e-12,-4.1434655e-12,-2.434899e-11,-2.696709e-11,-1.0450238e-12,1.6797211e-11,-2.704355e-11,-1.0953505e-10,-9.6237074e-11,1.6473189e-11,Violin
3.9721964e-13,1.5599039e-12,-1.8308315e-11,2.1233541e-11,9.898738e-11,1.13004044e-10,1.438542e-10,1.01867216e-10,2.132252e-11,-1.3698687e-10,Violin
-1.5969516e-13,-6.3455907e-12,1.845951e-11,1.5480858e-11,-2.7365272e-11,-3.437854e-11,-1.757202e-11,2.7652119e-12,5.737179e-12,-1.798716e-11,Violin
-9.499812e-12,8.854028e-12,3.4470118e-11,6.505475e-11,4.5010717e-11,-3.0796604e-12,-1.6228982e-11,-1.414663e-11,-6.7404624e-12,1.971975e-11,Violin
-1.7625128e-13,-6.074831e-12,1.7769168e-11,1.3344303e-11,-1.1790003e-12,-3.590252e-11,-7.8986984e-11,-1.0425459e-10,-9.009944e-11,-4.8992397e-11,Violin
-1.2906367e-11,2.4641338e-13,3.249065e-11,6.298707e-11,8.08576e-11,9.013012e-11,7.079389e-11,6.88119e-11,9.092228e-11,9.8749384e-11,Violin
-5.648877e-13,-1.7753965e-11,1.8401619e-11,2.9256483e-11,-7.6400504e-11,-1.4872581e-10,-1.6399541e-10,-8.8639214e-11,-1.2077869e-11,3.5602358e-11,Violin
7.424114e-15,-4.269883e-14,-2.8257299e-12,6.696902e-12,2.0431172e-11,1.9092448e-11,-1.309327e-11,-4.833132e-11,-9.4728475e-11,-1.1813678e-10,Violoncello
8.662207e-13,4.932107e-11,7.337722e-11,-3.208538e-11,-2.0360183e-10,1.350611e-10,6.532256e-10,1.0755142e-09,1.8905908e-09,2.345053e-09,Violoncello
-7.1375204e-14,-6.374132e-12,3.595826e-11,2.487593e-11,-7.724661e-11,-3.1208206e-11,1.3399852e-10,2.6686436e-10,3.178988e-10,2.159709e-10,Violin
-5.589308e-13,-9.2504355e-12,-3.3571774e-11,2.9830619e-10,-3.0667888e-10,-6.450184e-10,1.0586483e-09,2.0585835e-09,1.9943913e-09,1.9684894e-09,Violoncello
1.1365132e-11,-1.3477583e-11,1.1147583e-11,-6.6244774e-12,-8.915424e-11,-2.0390449e-10,-2.859236e-10,-3.2743186e-10,-3.9734718e-10,-4.5485662e-10,Violoncello
1.2899467e-11,-6.1567665e-12,-2.938053e-11,-6.41092e-11,8.651607e-12,-9.912989e-11,-9.512231e-11,3.8887168e-10,6.6433126e-10,1.3477702e-10,Violoncello
-1.10113915e-11,7.7240325e-13,2.7891932e-11,7.036984e-11,7.1475006e-11,8.3283345e-11,7.3882504e-11,2.5708552e-11,-1.9081424e-13,1.4596723e-11,Violoncello
-1.168989e-11,1.6620526e-11,4.2816233e-11,3.3942495e-11,4.5680057e-11,7.966479e-11,7.2918185e-11,1.520885e-11,-6.123005e-11,-9.542044e-11,Violin
1.1193027e-11,-1.6268653e-11,-2.8413747e-11,-5.1458206e-11,-3.341692e-11,2.5339702e-13,3.3407662e-11,4.258204e-11,1.40606094e-11,-3.551445e-11,Violoncello
1.04307174e-13,6.172945e-12,-1.1667128e-11,-2.3623088e-11,-8.263628e-12,4.8317954e-11,9.680725e-11,1.0692177e-10,5.33811e-11,-2.1504378e-11,Violoncello
-9.113912e-12,3.1953464e-11,1.3291908e-11,-3.706924e-11,-2.9243417e-11,6.658827e-12,4.4532277e-11,7.09347e-11,1.0260627e-10,1.319359e-10,Violoncello
-2.0408248e-14,-5.846914e-13,5.688818e-12,5.3379545e-13,-2.226912e-11,-4.0775484e-11,-3.695408e-11,5.985762e-12,4.744604e-11,5.8888235e-11,Violin
9.776297e-12,-8.248854e-12,-4.450271e-11,-3.753813e-11,-7.6104635e-12,-6.1202063e-12,-2.0362635e-11,-2.633255e-11,-8.3344226e-12,3.576765e-11,Violoncello
6.150337e-14,1.2325564e-11,3.341089e-11,8.646879e-11,4.718363e-10,-2.7814684e-10,-1.0932295e-09,-4.0908063e-10,7.9676e-10,4.742447e-10,Violoncello
-1.1294255e-11,3.289554e-11,4.4661934e-11,-1.0907613e-12,-2.0209723e-11,-2.0965623e-11,-4.15081e-11,-2.9448437e-11,1.3479461e-11,4.6851526e-11,Violoncello
-2.4088007e-13,-1.05226045e-11,-1.4691581e-11,-9.375689e-12,6.393716e-12,7.835479e-11,1.189712e-10,9.391411e-11,4.355894e-12,-1.1352323e-11,Violoncello
